"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2009"	"2009"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"2009"	"2009"			206	4757938	4.330
	"Alabama"	"01"	"2010"	"2010"	"< 1 year"	"1"	Suppressed	60056	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	244901	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"5-9 years"	"5-9"	Suppressed	308229	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"10-14 years"	"10-14"	Suppressed	319655	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"15-19 years"	"15-19"	Suppressed	343471	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"20-24 years"	"20-24"	16	335322	Unreliable
	"Alabama"	"01"	"2010"	"2010"	"25-29 years"	"25-29"	27	311034	8.681
	"Alabama"	"01"	"2010"	"2010"	"30-34 years"	"30-34"	34	297888	11.414
	"Alabama"	"01"	"2010"	"2010"	"35-39 years"	"35-39"	20	308430	6.484
	"Alabama"	"01"	"2010"	"2010"	"40-44 years"	"40-44"	23	311071	7.394
	"Alabama"	"01"	"2010"	"2010"	"45-49 years"	"45-49"	22	346369	6.352
	"Alabama"	"01"	"2010"	"2010"	"50-54 years"	"50-54"	22	347485	6.331
	"Alabama"	"01"	"2010"	"2010"	"55-59 years"	"55-59"	Suppressed	311906	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"60-64 years "	"60-64"	Suppressed	276127	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"65-69 years"	"65-69"	Suppressed	209637	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"70-74 years"	"70-74"	Suppressed	160864	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"75-79 years"	"75-79"	Suppressed	122836	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"80-84 years"	"80-84"	Suppressed	88771	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"2010"	"2010"			187	4779736	3.912
	"Alabama"	"01"	"2011"	"2011"	"< 1 year"	"1"	Suppressed	59427	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	244478	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"5-9 years"	"5-9"	Suppressed	305108	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	321775	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"15-19 years"	"15-19"	Suppressed	333831	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"20-24 years"	"20-24"	18	347404	Unreliable
	"Alabama"	"01"	"2011"	"2011"	"25-29 years"	"25-29"	26	309992	8.387
	"Alabama"	"01"	"2011"	"2011"	"30-34 years"	"30-34"	14	304515	Unreliable
	"Alabama"	"01"	"2011"	"2011"	"35-39 years"	"35-39"	21	295883	7.097
	"Alabama"	"01"	"2011"	"2011"	"40-44 years"	"40-44"	16	312369	Unreliable
	"Alabama"	"01"	"2011"	"2011"	"45-49 years"	"45-49"	28	336400	8.323
	"Alabama"	"01"	"2011"	"2011"	"50-54 years"	"50-54"	28	348748	8.029
	"Alabama"	"01"	"2011"	"2011"	"55-59 years"	"55-59"	Suppressed	320496	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"60-64 years "	"60-64"	Suppressed	289728	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"65-69 years"	"65-69"	Suppressed	215066	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"70-74 years"	"70-74"	Suppressed	165114	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"75-79 years"	"75-79"	Suppressed	124743	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"80-84 years"	"80-84"	Suppressed	89920	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"2011"	"2011"			176	4802740	3.665
	"Alabama"	"01"	"2012"	"2012"	"< 1 year"	"1"	Suppressed	60523	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	244744	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	306380	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	321088	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"15-19 years"	"15-19"	Suppressed	323731	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"20-24 years"	"20-24"	14	352881	Unreliable
	"Alabama"	"01"	"2012"	"2012"	"25-29 years"	"25-29"	22	310155	7.093
	"Alabama"	"01"	"2012"	"2012"	"30-34 years"	"30-34"	23	307602	7.477
	"Alabama"	"01"	"2012"	"2012"	"35-39 years"	"35-39"	22	292125	7.531
	"Alabama"	"01"	"2012"	"2012"	"40-44 years"	"40-44"	22	314542	6.994
	"Alabama"	"01"	"2012"	"2012"	"45-49 years"	"45-49"	21	326840	6.425
	"Alabama"	"01"	"2012"	"2012"	"50-54 years"	"50-54"	21	346624	6.058
	"Alabama"	"01"	"2012"	"2012"	"55-59 years"	"55-59"	Suppressed	327489	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"60-64 years "	"60-64"	Suppressed	287919	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"65-69 years"	"65-69"	Suppressed	232410	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"70-74 years"	"70-74"	Suppressed	170161	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"75-79 years"	"75-79"	Suppressed	126406	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"80-84 years"	"80-84"	Suppressed	90299	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"2012"	"2012"			165	4822023	3.422
	"Alabama"	"01"	"2013"	"2013"	"< 1 year"	"1"	Suppressed	58439	Suppressed
	"Alabama"	"01"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	238665	Suppressed
	"Alabama"	"01"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	307542	Suppressed
	"Alabama"	"01"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	316370	Suppressed
	"Alabama"	"01"	"2013"	"2013"	"15-19 years"	"15-19"	Suppressed	320850	Suppressed
	"Alabama"	"01"	"2013"	"2013"	"20-24 years"	"20-24"	18	355333	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"25-29 years"	"25-29"	25	311543	8.025
	"Alabama"	"01"	"2013"	"2013"	"30-34 years"	"30-34"	28	309441	9.049
	"Alabama"	"01"	"2013"	"2013"	"35-39 years"	"35-39"	17	291746	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"40-44 years"	"40-44"	15	315393	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"45-49 years"	"45-49"	19	318601	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"50-54 years"	"50-54"	15	345834	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"55-59 years"	"55-59"	17	333146	Unreliable
	"Alabama"	"01"	"2013"	"2013"	"60-64 years "	"60-64"	Suppressed	289653	Suppressed
	"Alabama"	"01"	"2013"	"2013"	"65-69 years"	"65-69"	Suppressed	240542	Suppressed
	"Alabama"	"01"	"2013"	"2013"	"70-74 years"	"70-74"	Suppressed	178162	Suppressed
	"Alabama"	"01"	"2013"	"2013"	"75-79 years"	"75-79"	Suppressed	129841	Suppressed
	"Alabama"	"01"	"2013"	"2013"	"80-84 years"	"80-84"	Suppressed	90645	Suppressed
	"Alabama"	"01"	"2013"	"2013"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"2013"	"2013"			166	4833722	3.434
	"Alabama"	"01"	"2014"	"2014"	"< 1 year"	"1"	Suppressed	57854	Suppressed
	"Alabama"	"01"	"2014"	"2014"	"1-4 years"	"1-4"	Suppressed	236851	Suppressed
	"Alabama"	"01"	"2014"	"2014"	"5-9 years"	"5-9"	Suppressed	307050	Suppressed
	"Alabama"	"01"	"2014"	"2014"	"10-14 years"	"10-14"	Suppressed	314454	Suppressed
	"Alabama"	"01"	"2014"	"2014"	"15-19 years"	"15-19"	Suppressed	317852	Suppressed
	"Alabama"	"01"	"2014"	"2014"	"20-24 years"	"20-24"	21	353346	5.943
	"Alabama"	"01"	"2014"	"2014"	"25-29 years"	"25-29"	29	316651	9.158
	"Alabama"	"01"	"2014"	"2014"	"30-34 years"	"30-34"	41	309736	13.237
	"Alabama"	"01"	"2014"	"2014"	"35-39 years"	"35-39"	31	293677	10.556
	"Alabama"	"01"	"2014"	"2014"	"40-44 years"	"40-44"	25	311913	8.015
	"Alabama"	"01"	"2014"	"2014"	"45-49 years"	"45-49"	34	311838	10.903
	"Alabama"	"01"	"2014"	"2014"	"50-54 years"	"50-54"	32	344747	9.282
	"Alabama"	"01"	"2014"	"2014"	"55-59 years"	"55-59"	36	335287	10.737
	"Alabama"	"01"	"2014"	"2014"	"60-64 years "	"60-64"	11	294189	Unreliable
	"Alabama"	"01"	"2014"	"2014"	"65-69 years"	"65-69"	Suppressed	250989	Suppressed
	"Alabama"	"01"	"2014"	"2014"	"70-74 years"	"70-74"	Suppressed	184439	Suppressed
	"Alabama"	"01"	"2014"	"2014"	"75-79 years"	"75-79"	Suppressed	133658	Suppressed
	"Alabama"	"01"	"2014"	"2014"	"80-84 years"	"80-84"	Suppressed	91279	Suppressed
	"Alabama"	"01"	"2014"	"2014"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"2014"	"2014"			270	4849377	5.568
	"Alabama"	"01"	"2015"	"2015"	"< 1 year"	"1"	Suppressed	58017	Suppressed
	"Alabama"	"01"	"2015"	"2015"	"1-4 years"	"1-4"	Suppressed	234956	Suppressed
	"Alabama"	"01"	"2015"	"2015"	"5-9 years"	"5-9"	Suppressed	306288	Suppressed
	"Alabama"	"01"	"2015"	"2015"	"10-14 years"	"10-14"	Suppressed	309713	Suppressed
	"Alabama"	"01"	"2015"	"2015"	"15-19 years"	"15-19"	Suppressed	319561	Suppressed
	"Alabama"	"01"	"2015"	"2015"	"20-24 years"	"20-24"	22	343621	6.402
	"Alabama"	"01"	"2015"	"2015"	"25-29 years"	"25-29"	27	325204	8.302
	"Alabama"	"01"	"2015"	"2015"	"30-34 years"	"30-34"	48	307522	15.609
	"Alabama"	"01"	"2015"	"2015"	"35-39 years"	"35-39"	42	297279	14.128
	"Alabama"	"01"	"2015"	"2015"	"40-44 years"	"40-44"	32	305217	10.484
	"Alabama"	"01"	"2015"	"2015"	"45-49 years"	"45-49"	32	309049	10.354
	"Alabama"	"01"	"2015"	"2015"	"50-54 years"	"50-54"	40	340393	11.751
	"Alabama"	"01"	"2015"	"2015"	"55-59 years"	"55-59"	23	337506	6.815
	"Alabama"	"01"	"2015"	"2015"	"60-64 years "	"60-64"	Suppressed	300491	Suppressed
	"Alabama"	"01"	"2015"	"2015"	"65-69 years"	"65-69"	Suppressed	260960	Suppressed
	"Alabama"	"01"	"2015"	"2015"	"70-74 years"	"70-74"	Suppressed	189313	Suppressed
	"Alabama"	"01"	"2015"	"2015"	"75-79 years"	"75-79"	Suppressed	136012	Suppressed
	"Alabama"	"01"	"2015"	"2015"	"80-84 years"	"80-84"	Suppressed	92438	Suppressed
	"Alabama"	"01"	"2015"	"2015"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"2015"	"2015"			282	4858979	5.804
	"Alabama"	"01"	"2016"	"2016"	"< 1 year"	"1"	Suppressed	58269	Suppressed
	"Alabama"	"01"	"2016"	"2016"	"1-4 years"	"1-4"	Suppressed	234296	Suppressed
	"Alabama"	"01"	"2016"	"2016"	"5-9 years"	"5-9"	Suppressed	303617	Suppressed
	"Alabama"	"01"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	306381	Suppressed
	"Alabama"	"01"	"2016"	"2016"	"15-19 years"	"15-19"	Suppressed	320546	Suppressed
	"Alabama"	"01"	"2016"	"2016"	"20-24 years"	"20-24"	33	333330	9.900
	"Alabama"	"01"	"2016"	"2016"	"25-29 years"	"25-29"	50	332135	15.054
	"Alabama"	"01"	"2016"	"2016"	"30-34 years"	"30-34"	49	305352	16.047
	"Alabama"	"01"	"2016"	"2016"	"35-39 years"	"35-39"	56	301057	18.601
	"Alabama"	"01"	"2016"	"2016"	"40-44 years"	"40-44"	42	294656	14.254
	"Alabama"	"01"	"2016"	"2016"	"45-49 years"	"45-49"	30	312055	9.614
	"Alabama"	"01"	"2016"	"2016"	"50-54 years"	"50-54"	28	331963	8.435
	"Alabama"	"01"	"2016"	"2016"	"55-59 years"	"55-59"	34	338734	10.037
	"Alabama"	"01"	"2016"	"2016"	"60-64 years "	"60-64"	Suppressed	306358	Suppressed
	"Alabama"	"01"	"2016"	"2016"	"65-69 years"	"65-69"	Suppressed	271310	Suppressed
	"Alabama"	"01"	"2016"	"2016"	"70-74 years"	"70-74"	Suppressed	193359	Suppressed
	"Alabama"	"01"	"2016"	"2016"	"75-79 years"	"75-79"	Suppressed	138956	Suppressed
	"Alabama"	"01"	"2016"	"2016"	"80-84 years"	"80-84"	Suppressed	94173	Suppressed
	"Alabama"	"01"	"2016"	"2016"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"2016"	"2016"			343	4863300	7.053
	"Alabama"	"01"	"2017"	"2017"	"< 1 year"	"1"	Suppressed	57902	Suppressed
	"Alabama"	"01"	"2017"	"2017"	"1-4 years"	"1-4"	Suppressed	235652	Suppressed
	"Alabama"	"01"	"2017"	"2017"	"5-9 years"	"5-9"	Suppressed	301285	Suppressed
	"Alabama"	"01"	"2017"	"2017"	"10-14 years"	"10-14"	Suppressed	308459	Suppressed
	"Alabama"	"01"	"2017"	"2017"	"15-19 years"	"15-19"	Suppressed	318807	Suppressed
	"Alabama"	"01"	"2017"	"2017"	"20-24 years"	"20-24"	29	329597	8.799
	"Alabama"	"01"	"2017"	"2017"	"25-29 years"	"25-29"	52	338151	15.378
	"Alabama"	"01"	"2017"	"2017"	"30-34 years"	"30-34"	70	302151	23.167
	"Alabama"	"01"	"2017"	"2017"	"35-39 years"	"35-39"	60	302111	19.860
	"Alabama"	"01"	"2017"	"2017"	"40-44 years"	"40-44"	41	289684	14.153
	"Alabama"	"01"	"2017"	"2017"	"45-49 years"	"45-49"	57	313756	18.167
	"Alabama"	"01"	"2017"	"2017"	"50-54 years"	"50-54"	39	322876	12.079
	"Alabama"	"01"	"2017"	"2017"	"55-59 years"	"55-59"	40	337258	11.860
	"Alabama"	"01"	"2017"	"2017"	"60-64 years "	"60-64"	22	313287	7.022
	"Alabama"	"01"	"2017"	"2017"	"65-69 years"	"65-69"	Suppressed	268693	Suppressed
	"Alabama"	"01"	"2017"	"2017"	"70-74 years"	"70-74"	Suppressed	208639	Suppressed
	"Alabama"	"01"	"2017"	"2017"	"75-79 years"	"75-79"	Suppressed	143159	Suppressed
	"Alabama"	"01"	"2017"	"2017"	"80-84 years"	"80-84"	Suppressed	95101	Suppressed
	"Alabama"	"01"	"2017"	"2017"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"2017"	"2017"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"	"2017"	"2017"			422	4874747	8.657
"Total"	"Alabama"	"01"					3111	88891578	3.500
	"Alaska"	"02"	"1999"	"1999"	"< 1 year"	"1"	Suppressed	9265	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"1-4 years"	"1-4"	Suppressed	38671	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	55181	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"10-14 years"	"10-14"	Suppressed	55877	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"15-19 years"	"15-19"	Suppressed	49732	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"20-24 years"	"20-24"	Suppressed	39451	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"25-29 years"	"25-29"	Suppressed	41687	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"30-34 years"	"30-34"	Suppressed	48329	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"35-39 years"	"35-39"	Suppressed	57719	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"40-44 years"	"40-44"	Suppressed	59162	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"45-49 years"	"45-49"	Suppressed	52540	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"50-54 years"	"50-54"	Suppressed	39580	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"55-59 years"	"55-59"	Suppressed	26381	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"60-64 years "	"60-64"	Suppressed	16960	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"65-69 years"	"65-69"	Suppressed	12219	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"70-74 years"	"70-74"	Suppressed	9512	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"75-79 years"	"75-79"	Suppressed	6525	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"80-84 years"	"80-84"	Suppressed	3527	Suppressed
	"Alaska"	"02"	"1999"	"1999"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"1999"	"1999"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"	"1999"	"1999"			27	624779	4.322
	"Alaska"	"02"	"2000"	"2000"	"< 1 year"	"1"	Suppressed	9361	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"1-4 years"	"1-4"	Suppressed	38230	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"5-9 years"	"5-9"	Suppressed	53771	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"10-14 years"	"10-14"	Suppressed	56661	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"15-19 years"	"15-19"	Suppressed	50094	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"20-24 years"	"20-24"	Suppressed	39892	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"25-29 years"	"25-29"	Suppressed	42987	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"30-34 years"	"30-34"	Suppressed	46486	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"35-39 years"	"35-39"	Suppressed	55723	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"40-44 years"	"40-44"	Suppressed	58326	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"45-49 years"	"45-49"	Suppressed	53515	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"50-54 years"	"50-54"	Suppressed	41437	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"55-59 years"	"55-59"	Suppressed	27423	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"60-64 years "	"60-64"	Suppressed	17327	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"65-69 years"	"65-69"	Suppressed	12626	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"70-74 years"	"70-74"	Suppressed	9881	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"75-79 years"	"75-79"	Suppressed	6863	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"80-84 years"	"80-84"	Suppressed	3695	Suppressed
	"Alaska"	"02"	"2000"	"2000"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2000"	"2000"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2000"	"2000"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2000"	"2000"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2000"	"2000"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"	"2000"	"2000"			27	626932	4.307
	"Alaska"	"02"	"2001"	"2001"	"< 1 year"	"1"	Suppressed	9826	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"1-4 years"	"1-4"	Suppressed	37350	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"5-9 years"	"5-9"	Suppressed	51312	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"10-14 years"	"10-14"	Suppressed	57077	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"15-19 years"	"15-19"	Suppressed	52378	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"20-24 years"	"20-24"	Suppressed	42602	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"25-29 years"	"25-29"	Suppressed	41148	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"30-34 years"	"30-34"	Suppressed	46006	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"35-39 years"	"35-39"	Suppressed	52983	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"40-44 years"	"40-44"	Suppressed	58021	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"45-49 years"	"45-49"	Suppressed	55123	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"50-54 years"	"50-54"	Suppressed	44830	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"55-59 years"	"55-59"	Suppressed	28949	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"60-64 years "	"60-64"	Suppressed	18694	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"65-69 years"	"65-69"	Suppressed	13037	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"70-74 years"	"70-74"	Suppressed	10301	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"75-79 years"	"75-79"	Suppressed	7212	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"80-84 years"	"80-84"	Suppressed	4026	Suppressed
	"Alaska"	"02"	"2001"	"2001"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2001"	"2001"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2001"	"2001"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2001"	"2001"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable
	"Alaska"	"02"	"2001"	"2001"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"	"2001"	"2001"			14	633714	Unreliable
	"Alaska"	"02"	"2002"	"2002"	"< 1 year"	"1"	Suppressed	9695	Suppressed
	"Alaska"	"02"	"2002"	"2002"	"1-4 years"	"1-4"	Suppressed	37742	Suppressed
	"Alaska"	"02"	"2002"	"2002"	"5-9 years"	"5-9"	Suppressed	49946	Suppressed
	"Alaska"	"02"	"2002"	"2002"	"10-14 years"	"10-14"	Suppressed	57449	Suppressed
	"Alaska"	"02"	"2002"	"2002"	"15-19 years"	"15-19"	Suppressed	53653	Suppressed
	"Alaska"	"02"	"2002"	"2002"	"20-24 years"	"20-24"	Suppressed	45284	Suppressed
	"Alaska"	"02"	"2002"	"2002"	"25-29 years"	"25-29"	Suppressed	41155	Suppressed
	"Alaska"	"02"	"2002"	"2002"	"30-34 years"	"30-34"	Suppressed	45497	Suppressed
	"Alaska"	"02"	"2002"	"2002"	"35-39 years"	"35-39"	Suppressed	50767	Suppressed
	"Alaska"	"02"	"2002"	"2002"	"40-44 years"	"40-44"	Suppressed	57009	Suppressed
	"Alaska"	"02"	"2002"	"2002"	"45-49 years"	"45-49"	Suppressed	56694	Suppressed
